,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,SOURCE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySkyConditions,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,Sunrise,Sunset,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,AWND,CDSD,CLDD,DSNW,HDSD,HTDD,DYTS,DYHF,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,REM,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,WindEquipmentChangeDate
0,72515004725,2023-01-01T00:20:00,42.20678,-75.97993,485.7,"BINGHAMTON GREATER AP, NY US",FM-16,7,29.74,47,47,,,,,100.0,SCT:04 4 BKN:07 19 OVC:08 26,,28.02,10.0,47.0,330,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10001/01/23 00:20:02 SPECI KBGM 010520Z 33007KT 10SM SCT004 BKN019 OVC026 08/08 A2974 RMK AO2 T00830083,N,0.75,mi,"TEMP, PRECIP, SNOW",1600.0,"MXMN, SRG, UNIV, SNOWBOARD",42.2116,-75.9858,"BINGHAMTON WFO, NY",
0,72517213762,2023-01-01T00:56:00,36.700723,-76.129413,3.0,"FENTRESS NAVAL AUXILIARY FIELD, VA US",FM-15,7,29.89,56,61,0.0,,0.01,5.0,84.0,CLR:00,29.9,29.87,10.0,58.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11401/01/23 00:56:02 METAR KNFE 010556Z 00000KT 10SM CLR 16/13 A2989 RMK AO2 SLP125 60017 T01610133 10200 20161 55003,,,,,,,,,,
0,72514654773,2023-01-01T00:54:00,43.35037,-76.38316,143.5,"FULTON OSWEGO CO AIRPORT, NY US",FM-15,6,29.78,40,42,0.0,,-0.06,3.0,92.0,OVC:08 4,29.78,29.27,10.0,41.0,280,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET13801/01/23 00:54:02 METAR KFZY 010554Z 28014G26KT 10SM OVC004 06/04 A2978 RMK AO2 PK WND 26027/0531 SLP086 60007 T00560044 10106 20056 53019,,,,,,,,,,2005-10-27
0,72513014777,2023-01-01T00:02:00,41.33349,-75.72273,289.9,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",FM-16,7,29.77,49,50,,BR:1 ||,,,96.0,OVC:08 5,,28.75,5.0,49.0,220,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10701/01/23 00:02:02 SPECI KAVP 010502Z 22008KT 5SM BR OVC005 10/09 A2977 RMK AO2 CIG 003V011 T01000094 $ (CS),NE,3.2,mi,SNOW,980.0,SNOWBOARD,41.3699,-75.6814,"MOOSIC, PA",2007-03-28
0,72517014737,2023-01-01T00:28:00,40.64984,-75.44773,117.4,"ALLENTOWN LEHIGH VALLEY INTERNATIONAL AIRPORT, PA US",FM-16,7,29.77,45,46,,FG:2 |FG |,,,96.0,VV:09 2,,29.36,0.25,46.0,240,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09601/01/23 00:28:02 SPECI KABE 010528Z 24003KT 1/4SM FG VV002 08/07 A2977 RMK AO2 T00780072 $ (TX),,,,"SNOWFALL, SNOWDPTH, SNOWFALLEQ, SNOWWTREQ",,"SNOWBOARD, SNOWSTICK, SRG",40.6254,-75.4403,ALLENTOWN,2008-09-30
0,72516594737,2023-01-01T00:56:00,43.53333,-72.95,239.0,"RUTLAND STATE AIRPORT, VT US",FM-15,7,29.65,51,52,T,,0.04,8.0,97.0,OVC:08 12,29.64,28.82,10.0,51.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET13401/01/23 00:56:02 METAR KRUT 010556Z 00000KT 10SM OVC012 11/11 A2965 RMK AO2 RAB21E45 SLP038 P0000 60005 T01110106 10111 20061 58014 $,,,,,,,,,,
0,72517564706,2023-01-01T00:15:00,40.63333,-79.1,428.2,"INDIANA J STEWART, PA US",FM-15,7,29.94,46,46,,,,,100.0,OVC:08 10,,28.45,10.0,46.0,300,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET07901/01/23 00:15:02 METAR KIDI 010515Z 30010G17KT 10SM OVC010 08/08 A2994 RMK A01,,,,,,,,,,
0,72518014735,2023-01-01T00:48:00,42.74722,-73.79913,85.4,"ALBANY INTERNATIONAL AIRPORT, NY US",FM-16,7,29.69,48,50,,BR:1 ||,,,94.0,OVC:08 3,,29.38,1.5,49.0,180,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09701/01/23 00:48:02 SPECI KALB 010548Z 18006KT 1 1/2SM BR OVC003 10/09 A2969 RMK AO2 TWR VIS 2 (CL),,,,PRECIP,260.0,PLASTIC,42.6812,-73.8165,"NWS ALBANY, NY",2006-09-08
0,72521404849,2023-01-01T00:53:00,41.34628,-82.17885,241.0,"ELYRIA LORAIN CO AIRPORT, OH US",FM-15,7,29.95,36,38,0.0,BR:1 ||,-0.0,0.0,93.0,OVC:08 6,29.96,29.1,5.0,37.0,250,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11301/01/23 00:53:02 METAR KLPR 010553Z 25003KT 5SM BR OVC006 03/02 A2995 RMK AO2 SLP147 T00330022 10050 20033 50001,,,,,,,,,,2006-12-06
0,72515754757,2023-01-01T00:40:00,42.10775,-77.98424,637.6,"WELLSVILLE MUNICIPAL AIRPORT, NY US",FM-16,7,29.84,38,43,,,,,82.0,SCT:04 9 OVC:08 18,,27.63,10.0,41.0,270,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09301/01/23 00:40:02 SPECI KELZ 010540Z 27009KT 10SM SCT009 OVC018 06/03 A2984 RMK AO2 T00610033,,,,,,,,,,2005-11-07
0,72519454778,2023-01-01T00:53:00,42.64405,-77.05286,267.4,"PENN YAN AIRPORT, NY US",FM-15,7,29.81,44,47,T,-RA:02 |RA |RA,-0.06,2.0,90.0,BKN:07 15 BKN:07 22 OVC:08 35,29.81,28.85,10.0,46.0,280,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET14701/01/23 00:53:02 METAR KPEO 010553Z 28008KT 10SM -RA BKN015 BKN022 OVC035 08/07 A2981 RMK AO2 RAB45 SLP095 P0000 60000 T00830067 10111 20083 52021,,,,,,,,,,2005-11-07
0,72520514762,2023-01-01T00:53:00,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",FM-15,7,29.92,42,47,0.0,,-0.05,0.0,83.0,BKN:07 23,29.94,28.57,10.0,45.0,290,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12201/01/23 00:53:02 METAR KAGC 010553Z 29005KT 10SM BKN023 08/06 A2992 RMK AO2 SLP139 60004 T00830056 10122 20083 50016 (AC),,,,,,,,,,2007-04-03
0,72520804855,2023-01-01T00:51:00,40.61576,-83.06731,300.3,"MARION MUNICIPAL AIRPORT, OH US",FM-16,7,29.95,36,37,,BR:1 ||,,,93.0,OVC:08 6,,28.89,2.5,37.0,220,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET08201/01/23 00:51:02 SPECI KMNN 010551Z 22003KT 2 1/2SM BR OVC006 03/02 A2995 RMK AO2,,,,,,,,,,
0,72519664775,2023-01-01T00:29:00,43.22417,-75.39563,144.7,"ROME GRIFFISS AIRFIELD, NY US",FM-16,7,29.73,47,48,T,,,,96.0,OVC:08 5,,29.18,10.0,47.0,280,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11801/01/23 00:29:02 SPECI KRME 010529Z 28013KT 10SM OVC005 09/08 A2973 RMK AO2 RAB18E27 CIG 004V009 P0000 T00890083 (KS),,,,,,,,,,2007-03-28
0,72521014895,2023-01-01T00:51:00,40.91811,-81.44342,368.8,"AKRON CANTON AIRPORT, OH US",FM-15,7,29.95,37,42,0.0,,-0.03,1.0,82.0,BKN:07 13,29.96,28.64,10.0,40.0,240,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12301/01/23 00:51:02 METAR KCAK 010551Z 24003KT 10SM BKN013 06/03 A2995 RMK AO2 SLP146 60000 T00560028 10083 20056 51010 (ANS),SE,0.5,mi,"TEMP, PRECIP, SNOW",,"PSY, SRG, SNOWBOARD",,,FAA CWO,2009-07-07
0,72524404809,2023-10-01T09:15:00,41.68333,-81.4,198.1,"WILLOUGHBY, OH US",FM-15,4,30.35,60,63,,,,,92.0,,,,5.0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET073METAR KLNN 011415Z AUTO 00000KT 5SM SCT003 17/16 A3035 RMK AO1 T01700156=,,,,,,,,,,
0,72521604842,2023-01-01T00:56:00,40.87324,-81.88864,336.8,"WOOSTER WAYNE CO AIRPORT, OH US",FM-15,7,29.95,37,39,0.0,,-0.01,0.0,93.0,OVC:08 10,29.96,28.74,9.0,38.0,270,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11001/01/23 00:56:02 METAR KBJJ 010556Z 27004KT 9SM OVC010 04/03 A2995 RMK AO2 SLP147 T00390028 10072 20039 50005,,,,,,,,,,2006-10-04
0,72520094823,2023-01-01T00:37:00,40.48459,-80.21448,341.0,"PITTSBURGH INTERNATIONAL AIRPORT, PA US",FM-16,7,29.93,42,45,,,,,90.0,FEW:02 7 SCT:04 14 OVC:08 20,,28.65,10.0,44.0,320,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10601/01/23 00:37:02 SPECI KPIT 010537Z 32005KT 10SM FEW007 SCT014 OVC020 07/06 A2993 RMK AO2 T00720056 (TKY),SSE,2.5,mi,"TEMP, PRECIP, SNOW",,"MMTS, SRG, SNOWBOARD",,,WFO PBZ,
0,72521753855,2023-01-01T00:53:00,39.36119,-84.52063,184.7,"HAMILTON BUTLER CO REGIONAL AIRPORT, OH US",FM-15,7,29.98,36,37,0.0,BR:1 ||,0.02,6.0,96.0,FEW:02 120,29.99,29.3,5.0,37.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11301/01/23 00:53:02 METAR KHAO 010553Z 00000KT 5SM BR FEW120 03/02 A2998 RMK AO2 SLP155 T00280022 10061 20017 56007,,,,,,,,,,2007-05-08
0,72520754735,2023-01-01T00:15:00,40.28333,-79.4,365.5,"LATROBE, PA US",FM-15,7,29.93,48,48,,,,,100.0,BKN:07 13 BKN:07 18 OVC:08 32,,28.67,10.0,48.0,270,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09001/01/23 00:15:02 METAR KLBE 010515Z 27004KT 10SM BKN013 BKN018 OVC032 09/09 A2993 RMK AO2,,,,,,,,,,
0,72518699999,2023-01-01T00:15:00,44.681854,-75.4655,90.52,"OGDENSBURG INTERNATIONAL, NY US",FM-15,4,29.67,43,43,,,,,100.0,,,,5.0,,240,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET066METAR KOGS 010515Z AUTO 24003KT 5SM BR OVC005 06/06 A2967 RMK AO2=,,,,,,,,,,
0,72519014771,2023-01-01T00:54:00,43.1111,-76.10384,124.9,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",FM-15,7,29.76,46,49,T,-RA:02 |RA |RA,-0.04,3.0,90.0,BKN:07 7 OVC:08 13,29.75,29.31,10.0,48.0,280,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET14501/01/23 00:54:02 METAR KSYR 010554Z 28010KT 10SM -RA BKN007 OVC013 09/08 A2976 RMK AO2 DZE52RAB52 SLP076 P0000 60007 T00940078 10122 20094 53015,SSE,0.5,mi,"TEMP, PRECIP, SNOW",,"PSY, SRG, SNOWBOARD",,,FAA CWO,2007-02-01
0,72522014750,2023-01-01T00:37:00,43.33849,-73.61024,97.7,"GLENS FALLS AIRPORT, NY US",FM-16,7,29.66,46,48,,BR:1 ||,,,93.0,VV:09 2,,29.31,1.0,47.0,200,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET08701/01/23 00:37:02 SPECI KGFL 010537Z 20007KT 1SM BR VV002 09/08 A2966 RMK AO2 T00890078,,,,"PRECIP, TEMP",324.0,,43.34087,-73.60202,GLENS FALLS MESONET,2005-10-27
0,72520404813,2023-01-01T00:15:00,40.76667,-80.4,390.8,"BEAVER FALLS, PA US",FM-15,7,29.95,40,45,,,,,83.0,OVC:08 13,,28.62,10.0,43.0,320,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET08601/01/23 00:15:02 METAR KBVI 010515Z 32006KT 10SM OVC013 07/04 A2995 RMK AO2 T00700042,,,,,,,,,,
0,72522404852,2023-01-01T00:53:00,40.47031,-81.42176,271.7,"NEW PHILADELPHIA CLEVER FIELD, OH US",FM-15,7,29.96,39,44,0.0,,-0.02,1.0,83.0,OVC:08 14,29.97,29.0,10.0,42.0,240,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11101/01/23 00:53:02 METAR KPHD 010553Z 24004KT 10SM OVC014 07/04 A2996 RMK AO2 SLP148 T00670039 10106 20067 51008,,,,,,,,,,
0,72522904858,2023-01-01T00:54:00,40.02635,-82.46346,267.6,"NEWARK HEATH AIRPORT, OH US",FM-15,7,29.95,36,37,0.0,BR:1 ||,0.01,8.0,96.0,CLR:00,29.96,29.01,4.0,37.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11001/01/23 00:54:02 METAR KVTA 010554Z 00000KT 4SM BR CLR 03/02 A2995 RMK AO2 SLP145 T00280022 10089 20022 58004,,,,,,,,,,2006-12-06
0,72524499999,2023-01-01T00:15:00,41.684028,-81.38975,190.8,"WILLOUGHBY LOST NATION MUNICIPAL, OH US",FM-15,4,29.96,34,36,,,,,92.0,,,,5.0,,280,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET073METAR KLNN 010515Z AUTO 28007KT 5SM OVC009 03/01 A2996 RMK AO1 T00250013=,,,,,,,,,,
0,72524014820,2023-01-01T00:51:00,41.40568,-81.85191,236.8,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",FM-15,7,29.94,35,39,0.0,,-0.01,0.0,86.0,OVC:08 8,29.99,29.08,7.0,37.0,260,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11601/01/23 00:51:02 METAR KCLE 010551Z 26005KT 7SM OVC008 04/02 A2994 RMK AO2 SLP157 T00390017 10050 20039 50005 (SFF),W,0.5,mi,"TEMP, PRECIP, SNOW",,"PSY, SRG, SNOWBOARD",,,FAA CWO,
0,72524704805,2023-01-01T00:15:00,41.56667,-81.48333,267.9,"CLEVELAND CUYAHOGA CO AIRPORT, OH US",FM-15,7,29.96,36,37,,BR:1 ||,,,96.0,OVC:08 6,,29.02,4.0,37.0,260,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET08801/01/23 00:15:02 METAR KCGF 010515Z 26007KT 4SM BR OVC006 03/02 A2996 RMK AO2 T00280022,,,,,,,,,,
0,72523504720,2023-01-01T00:56:00,42.15,-79.25,525.2,"JAMESTOWN, NY US",FM-15,7,29.89,34,35,0.0,BR:1 ||,-0.04,1.0,96.0,OVC:08 4,29.93,28.07,5.0,35.0,290,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12901/01/23 00:56:02 METAR KJHW 010556Z 29013G16KT 5SM BR OVC004 02/01 A2989 RMK AO2 SLP136 60001 T00170011 10072 20017 51013 FZRANO,,,,,,,,,,
0,72520399999,2023-01-01T00:15:00,40.677375,-77.626828,249.63,"MIFFLIN CO, PA US",FM-15,4,29.83,41,41,,,,,100.0,,,,0.0,,230,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET077METAR KRVL 010515Z AUTO 23003KT M1/4SM -UP BKN001 OVC019 05/05 A2983 RMK AO2=,,,,,,,,,,
0,72524504853,2023-01-01T00:51:00,41.52568,-81.66908,177.5,"CLEVELAND BURKE LAKEFRONT AIRPORT, OH US",FM-16,6,29.95,36,39,,BR:1 ||,,,87.0,OVC:08 10,,29.32,6.0,38.0,270,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET08301/01/23 00:51:02 SPECI KBKL 010551Z 27003KT 6SM BR OVC010 04/02 A2995 RMK AO2 FIBI,,,,,,,,,,2008-08-18
0,72525404851,2023-01-01T00:53:00,41.3357,-84.4285,215.0,"DEFIANCE AIRPORT, OH US",FM-15,7,29.93,34,37,0.0,BR:1 ||,0.02,8.0,89.0,OVC:08 6,29.95,29.17,6.0,36.0,190,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11301/01/23 00:53:02 METAR KDFI 010553Z 19005KT 6SM BR OVC006 03/01 A2993 RMK AO2 SLP142 T00280011 10039 20028 58007,,,,,,,,,,2007-04-24
0,72526604751,2023-01-01T00:06:00,41.79835,-78.63543,642.2,"BRADFORD REGIONAL AIRPORT, PA US",FM-16,7,29.85,37,42,,,,,82.0,OVC:08 14,,27.6,10.0,40.0,280,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET08601/01/23 00:06:02 SPECI KBFD 010506Z 28008KT 10SM OVC014 06/03 A2985 RMK AO2 T00560028,,,,,,,,,,2005-11-17
0,72528014733,2023-01-01T00:14:00,42.93998,-78.73606,216.2,"BUFFALO NIAGARA INTERNATIONAL, NY US",FM-16,7,29.87,37,38,T,-DZ:01 BR:1 |DZ |DZ,,,97.0,OVC:08 6,,29.12,3.0,38.0,240,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11701/01/23 00:14:02 SPECI KBUF 010514Z 24008KT 3SM -DZ BR OVC006 03/03 A2987 RMK AO2 CIG 003V008 P0000 T00330028 $ (DW),ENE,1.0,mi,"PRECIP, SNOW",,"SRG, WEIGHT-IN, SNOWBOARD",,,WFO BUF,
0,72525014852,2023-01-01T00:09:00,41.25478,-80.67361,355.6,"YOUNGSTOWN WARREN REGIONAL AIRPORT, OH US",FM-16,7,29.94,37,40,,,,,89.0,FEW:02 9 OVC:08 12,,28.68,10.0,39.0,280,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10101/01/23 00:09:02 SPECI KYNG 010509Z 28005KT 10SM FEW009 OVC012 04/03 A2994 RMK AO2 T00440028 $ (JFH),NE,0.45,mi,"PRECIP, SNOWDPTH, SNOWFALL",1166.74,"SRG, SHOWBOARD, SNOWSTICK",41.25478,-80.67361,"YOUNGSTOWN-WARREN RGNL AP, OH",2008-09-08
0,72526014860,2023-01-01T00:10:00,42.08026,-80.18236,222.2,"ERIE INTERNATIONAL AIRPORT, PA US",FM-16,7,29.94,36,37,,BR:1 ||,,,96.0,SCT:04 5 OVC:08 12,,29.15,5.0,37.0,240,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09501/01/23 00:10:02 SPECI KERI 010510Z 24009KT 5SM BR SCT005 OVC012 03/02 A2994 RMK AO2 T00280022,NE,0.9,mi,SNOW,,SNOWBOARD,,,PAID SNOW OBSERVER,2008-08-21
0,72526794868,2023-01-01T00:56:00,41.38333,-79.86667,469.4,"FRANKLIN, PA US",FM-15,7,29.92,39,39,0.0,,-0.03,3.0,100.0,OVC:08 13,29.94,28.29,10.0,39.0,270,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11701/01/23 00:56:02 METAR KFKL 010556Z 27006KT 10SM OVC013 04/04 A2992 RMK AO2 SLP140 60000 T00390039 10094 20039 53011,,,,,,,,,,
0,72525604857,2023-01-01T00:04:00,41.7794,-80.69683,278.3,"ASHTABULA CO AIRPORT, OH US",FM-16,7,29.95,36,38,,BR:1 ||,,,93.0,OVC:08 5,,28.96,5.0,37.0,280,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10001/01/23 00:04:02 SPECI KHZY 010504Z 28008KT 5SM BR OVC005 03/02 A2995 RMK AO2 CIG 003V009 T00330022,,,,,,,,,,
